,INSTNM,STABBR,ADM_RATE_ALL,SATMTMID,SATVRMID,SAT_AVG_ALL,AVGFACSAL,TUITFTE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,INC_PCT_LO,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,RET_FT4,PCTFLOAN,C150_4,mn_earn_wne_p10,md_earn_wne_p10,PFTFAC
1486,Baker University,KS,1356,545,493,1086,5758,11156,25580,25580,2,1759,0.7186,0.1086,0.0478,0.0125,0.0205,0.0051,0.0125,0.0028,0.0716,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7574,0.7634,0.52,53300,48900,0.1624
1490,Benedictine College,KS,619,558,585,1145,6165,10786,23900,23900,2,1750,0.8023,0.0343,0.06,0.0109,0.004,0.0029,0.0309,0.0297,0.0251,0.166223404,0.109042553,0.184840426,0.244680851,0.295212766,0.7676,0.5618,0.5922,44800,37800,0.6335
1491,Bethany College,KS,569,470,450,956,4361,7119,23305,23305,2,604,0.6076,0.1258,0.1242,0.0083,0.0083,0.005,0.0364,0.0033,0.0811,0.320610687,0.127226463,0.246819338,0.188295165,0.117048346,0.6412,0.7313,0.3906,43400,38500,0.9512
1492,Bethel College-North Newton,KS,717,500,455,1028,5407,11915,23500,23500,2,482,0.7095,0.1266,0.1037,0.0062,0.0062,0,0.029,0.0187,0,0.32,0.184615385,0.212307692,0.163076923,0.12,0.703,0.742,0.5278,39000,37400,0.7778
1499,Central Christian College of Kansas,KS,364,485,440,970,3262,7609,14800,14800,2,765,0.5451,0.1804,0.0797,0.0078,0.0118,0.0092,0.0118,0.0209,0.1333,0.524934383,0.190288714,0.140419948,0.098425197,0.045931759,0.6261,0.7411,0.5,35500,31100,0.7561
1510,Emporia State University,KS,624,510,483,1030,6268,6666,5614,17388,1,3724,0.724,0.0569,0.0653,0.0064,0.0035,0.0008,0.0534,0.0752,0.0145,0.389821616,0.149527807,0.188352571,0.181007345,0.091290661,0.7304,0.652,0.4054,38300,35900,0.9122
1513,Barclay College,KS,416,445,540,954,4622,15136,14090,14090,2,233,0.7983,0.0944,0.0429,0.0129,0,0,0.0086,0.0043,0.0386,0.412280702,0.219298246,0.166666667,PrivacySuppressed,PrivacySuppressed,0.575,0.764,0.5946,30400,26800,0.9565
1514,Friends University,KS,562,484,420,977,6443,13821,23430,23430,2,1568,0.7175,0.1001,0.0402,0.0223,0.0204,0.0032,0.0561,0,0.0402,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6477,0.7371,0.3165,47500,41800,0.3392
1527,Newman University,KS,260,475,535,1079,5684,8221,23650,23650,2,1276,0.6622,0.0564,0.127,0.0509,0.0125,0.0016,0.0298,0.0556,0.0039,0.399713467,0.161891118,0.181948424,0.164756447,0.091690544,0.7263,0.3578,0.5188,44400,41900,1
1530,Kansas Wesleyan University,KS,431,495,465,1014,5498,11677,23800,23800,2,664,0.7214,0.0723,0.1295,0.006,0.0136,0.0045,0.0196,0.0331,0,0.302380952,0.176190476,0.216666667,0.161904762,0.142857143,0.6187,0.7722,0.4273,38900,36600,0.5909
1535,Manhattan Christian College,KS,601,440,450,1020,5189,9889,13642,13642,2,301,0.7708,0.0199,0.0365,0.0033,0.01,0.0033,0.0166,0.0166,0.1229,0.289308176,0.169811321,0.226415094,0.150943396,0.163522013,0.75,0.7619,0.3514,35600,30900,0.4286
1536,McPherson College,KS,1351,530,508,1014,5217,10118,22891,22891,2,632,0.7073,0.1408,0.087,0.0063,0.0032,0.0047,0.0348,0.0158,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5747,0.8105,0.4925,38500,35500,0.6719
1537,MidAmerica Nazarene University,KS,965,465,480,950,6156,9283,22290,22290,2,1390,0.6626,0.1122,0.0475,0.0165,0.0144,0.0022,0.0086,0.0007,0.1353,0.302180685,0.195223261,0.229491173,0.16199377,0.111111111,0.6263,0.6936,0.553,45100,39100,0.949
1541,Ottawa University-Ottawa,KS,1527,475,460,1020,5650,9954,23964,23964,2,533,0.6604,0.1032,0.0619,0.0056,0.0507,0,0,0,0.1182,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6169,0.7881,0.3354,44900,40700,0.9623
1545,University of Saint Mary,KS,303,480,455,988,5695,12320,23170,23170,2,782,0.587,0.1151,0.0818,0.0192,0.0077,0,0.023,0.0064,0.1598,0.329087049,0.142250531,0.195329087,0.229299363,0.10403397,0.7241,0.644,0.5303,44200,39900,1
1549,Southwestern College,KS,1403,503,473,1036,5689,10933,23886,23886,2,1332,0.5968,0.0968,0.0811,0.0113,0.0165,0.0015,0.0405,0.0315,0.1239,0.379452055,0.230136986,0.204109589,0.116438356,0.069863014,0.6554,0.5406,0.529,51400,44200,1
1550,Sterling College,KS,254,455,500,1015,3587,9016,21200,21200,2,640,0.7031,0.0906,0.1,0,0.0141,0.0125,0,0.0047,0.075,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6619,0.7832,0.4242,35200,32100,1
1551,Tabor College,KS,1003,475,455,1017,4248,9629,22730,22730,2,706,0.6714,0.0793,0.1105,0.0085,0.0085,0.0028,0.0269,0.0255,0.0666,0.280334728,0.209205021,0.225941423,0.169456067,0.115062762,0.6143,0.7699,0.55,40400,34400,1
1554,Wichita State University,KS,1488,550,525,1089,7568,5790,6926,14960,1,11198,0.6516,0.0597,0.0914,0.0695,0.0088,0.0016,0.0253,0.0561,0.036,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7449,0.5022,0.4637,43200,39300,0.9223
1556,Alice Lloyd College,KY,270,495,485,990,4454,7142,10620,10620,2,617,0.9611,0.0097,0.0065,0.0016,0.0016,0,0.0016,0.0049,0.013,0.458139535,0.155813954,0.186046512,0.151162791,0.048837209,0.6281,0.6727,0.3164,39100,33400,0.8333
1557,Asbury University,KY,755,564,560,1110,5924,13545,26076,26076,2,1392,0.8348,0.033,0.0151,0.0057,0.0029,0.0014,0.0481,0.0158,0.0431,0.314917127,0.168508287,0.19198895,0.171270718,0.153314917,0.7981,0.6764,0.6431,36100,34100,0.5158
1561,Bellarmine University,KY,1473,540,540,1116,7580,15144,34890,34890,2,2508,0.8405,0.0395,0.0343,0.0207,0.0024,0.0012,0.0243,0.0128,0.0243,0.238337574,0.139100933,0.184054283,0.188295165,0.250212044,0.797,0.5722,0.6649,49000,44900,0.4605
1562,Berea College,KY,134,562,570,1113,7357,2121,23170,23170,2,1587,0.6446,0.1512,0.0422,0.0151,0.0025,0.0019,0.051,0.0756,0.0158,0.611316113,0.211562116,0.153751538,PrivacySuppressed,PrivacySuppressed,0.8107,0.2262,0.6167,37500,34400,0.8444
1571,Campbellsville University,KY,851,463,463,985,5692,8816,22196,22196,2,2213,0.7424,0.1329,0.0163,0.0009,0.0032,0.0009,0.0158,0.0795,0.0081,0.497567755,0.159833218,0.161223072,0.129256428,0.052119527,0.6884,0.4725,0.4377,35500,32100,1
1573,Centre College,KY,855,620,610,1268,6951,16551,36020,36020,2,1372,0.8287,0.0481,0.0248,0.0248,0,0,0.0292,0.0415,0.0029,0.149051491,0.10298103,0.192411924,0.195121951,0.360433604,0.9003,0.4888,0.8196,50600,45000,0.9242
1578,University of the Cumberlands,KY,924,485,470,1019,5417,8642,20000,20000,2,1545,0.7987,0.0828,0.0233,0.0026,0.0026,0.0006,0.0091,0.0615,0.0188,0.459760274,0.165239726,0.164383562,0.137842466,0.072773973,0.5163,0.581,0.4345,35200,33300,0.5668
1579,Eastern Kentucky University,KY,607,500,500,1009,6910,5757,7536,16608,1,13247,0.849,0.0551,0.0181,0.0103,0.0034,0.001,0.0215,0.0201,0.0214,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7149,0.5983,0.3888,36400,33100,0.7905
1582,Georgetown College,KY,1251,510,510,1085,5999,12252,32310,32310,2,1034,0.7621,0.0957,0.03,0.0087,0.001,0,0.0213,0.0184,0.0629,0.309623431,0.125523013,0.19874477,0.211297071,0.154811716,0.7553,0.7258,0.5656,46100,43000,0.7468
1594,Kentucky State University,KY,181,386,400,860,6102,7858,6276,15072,1,2131,0.1985,0.618,0.0127,0.0061,0.0019,0.0019,0.0216,0.0033,0.1361,0.61568323,0.174689441,0.12189441,0.059006211,0.028726708,0.5167,0.679,0.1797,29200,26600,0.8113
1595,Kentucky Wesleyan College,KY,803,483,490,1019,5191,5630,21200,21200,2,652,0.7377,0.1227,0.0184,0.0046,0.0046,0,0,0.0153,0.0966,0.406326034,0.167883212,0.160583942,0.167883212,0.097323601,0.6497,0.9071,0.3786,42500,36600,0.5114
1596,University of Kentucky,KY,856,565,550,1140,9614,10316,10110,21192,1,21050,0.778,0.0779,0.0326,0.0247,0.0017,0.0007,0.0285,0.0262,0.0298,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8253,0.4597,0.6184,48600,41500,0.8206
1597,Kentucky Christian University,KY,385,475,435,976,4594,8501,17418,17418,2,547,0.7057,0.117,0.0073,0.0037,0.0037,0.0037,0.0128,0.0073,0.1389,0.371007371,0.171990172,0.203931204,0.14987715,0.103194103,0.5327,0.8049,0.3865,31700,28000,1
1601,University of Louisville,KY,918,560,525,1142,9373,10747,9946,23834,1,15023,0.7686,0.1146,0.0363,0.0308,0.0014,0.0005,0.0355,0.0105,0.0019,0.398281276,0.144934722,0.146587341,0.156503057,0.153693604,0.7788,0.4323,0.5343,43700,37700,0.6602
1605,Mid-Continent University,KY,905,435,425,923,3324,13757,8673,8673,2,2142,0.7923,0.1382,0.0243,0.0023,0.0028,0.0014,0.0145,0.0075,0.0168,0.6296875,0.1734375,0.1265625,0.0484375,0.021875,0.6214,0.5626,0.2538,46000,38300,0.2068
1606,Midway College,KY,434,500,550,1032,5459,11621,22150,22150,2,1247,0.7963,0.0634,0.0377,0.0064,0.0016,0.0048,0.0136,0.004,0.0722,0.521008403,0.175070028,0.175070028,0.085434174,0.043417367,0.8283,0.7476,0.5246,39100,36600,0.331
1607,Morehead State University,KY,1310,513,483,1028,6527,5386,7498,18746,1,7344,0.9074,0.0398,0.011,0.0029,0.0019,0.0008,0.0129,0.0097,0.0136,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6916,0.511,0.4035,34300,31800,0.7745
1608,Murray State University,KY,1250,490,475,1029,7145,7185,7044,19164,1,7956,0.8258,0.0747,0.0186,0.0068,0.0019,0.0004,0.0157,0.0397,0.0165,0.428088939,0.147762454,0.164649592,0.147481002,0.112018013,0.7302,0.4958,0.5291,39100,35500,0.7614
1610,Northern Kentucky University,KY,293,490,500,1024,6780,8624,8376,16464,1,11976,0.8201,0.0688,0.0244,0.0094,0.0032,0.0013,0.0169,0.0382,0.0179,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6744,0.5491,0.3792,38700,36100,0.9887
1615,University of Pikeville,KY,1540,445,445,909,5588,15184,17750,17750,2,1313,0.821,0.1325,0.0145,0.0046,0.0023,0,0,0.0251,0,0.569089048,0.149437052,0.12691914,0.090071648,0.064483112,0.5217,0.7168,0.309,36100,30400,0.7113
1626,Spalding University,KY,1225,483,480,952,7132,14240,22425,22425,2,1277,0.6429,0.2318,0.036,0.0094,0.0023,0.0016,0.036,0.0031,0.0368,0.455645161,0.157258065,0.137096774,0.159946237,0.090053763,0.731,0.7012,0.4019,44400,40000,0.5263
1629,Thomas More College,KY,1371,495,475,1033,6325,12622,27345,27345,2,1208,0.7525,0.072,0.0157,0.0058,0.0025,0,0.0174,0.0066,0.1275,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5977,0.5357,0.5703,53500,45800,0.5068
1630,Transylvania University,KY,1493,570,590,1213,8282,12776,31560,31560,2,1081,0.8252,0.0324,0.0324,0.0167,0.0019,0,0.0287,0.0213,0.0416,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8731,0.5829,0.7224,45000,41100,0.8362
1632,Union College,KY,1024,465,512,1007,4540,10953,22000,22000,2,808,0.7884,0.0965,0.0235,0.0012,0.0025,0,0.0223,0.0557,0.0099,0.493069307,0.144554455,0.154455446,0.134653465,0.073267327,0.5613,0.7964,0.3418,33900,32500,0.6588
1633,Western Kentucky University,KY,1445,495,495,1009,6983,7278,8722,22248,1,15780,0.7701,0.1123,0.0234,0.0093,0.0027,0.001,0.0192,0.0506,0.0113,0.433837568,0.164928771,0.165956822,0.12821266,0.10706418,0.7178,0.5413,0.4368,37500,34600,0.6465
1643,Centenary College of Louisiana,LA,762,548,533,1131,7159,11348,30740,30740,2,579,0.6978,0.152,0.0553,0.0276,0.0069,0.0017,0.0328,0.0242,0.0017,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7595,0.5358,0.59,48700,39300,0.566
1651,Dillard University,LA,150,425,435,884,6288,12589,16094,16094,2,1183,0.0025,0.8994,0.0059,0.0017,0,0,0.0059,0.049,0.0355,0.657681941,0.140161725,0.092991914,0.057951483,0.051212938,0.5918,0.8707,0.4566,37100,34000,0.4429
1653,Grambling State University,LA,249,400,430,863,5794,4270,5950,15118,1,4100,0.0124,0.911,0.0105,0.0022,0.0027,0.0005,0.012,0.0483,0.0005,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.689,0.8446,0.3167,32900,28300,0.8966
1660,Louisiana State University and Agricultural & Mechanical College,LA,1094,575,560,1162,9190,8813,7873,25790,1,23990,0.756,0.1112,0.0506,0.0343,0.0032,0.001,0.0234,0.017,0.0034,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8249,0.3532,0.6914,54300,45900,0.9102
1662,Louisiana State University-Shreveport,LA,1288,530,475,1030,6279,3410,5606,5606,1,2796,0.6084,0.2157,0.0401,0.0172,0.0093,0.0007,0.0279,0.0243,0.0565,0.578358209,0.162686567,0.11641791,0.091791045,0.050746269,0.6621,0.3237,0.3255,41000,36700,0.7316
1667,Louisiana College,LA,1029,465,435,968,5513,8282,14120,14120,2,1081,0.691,0.2276,0.0194,0.0093,0.0046,0.0009,0.0056,0.0287,0.013,0.451612903,0.133870968,0.133870968,0.130645161,0.15,0.5308,0.589,0.4251,43600,39600,1
1669,Louisiana Tech University,LA,813,545,520,1089,7055,5871,7302,18441,1,7047,0.6823,0.1506,0.0139,0.0099,0.0048,0.0011,0.0145,0.0444,0.0785,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7864,0.304,0.4934,47900,41100,0.8468
1670,Loyola University New Orleans,LA,1360,560,580,1143,8612,17610,36860,36860,2,2910,0.5127,0.1598,0.1581,0.0354,0.0058,0.0003,0.0357,0.032,0.0601,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8039,0.5825,0.5486,47300,41300,0.7682
1671,McNeese State University,LA,648,525,500,1030,6410,4070,5701,16603,1,6777,0.7152,0.189,0.0205,0.0145,0.0059,0.0015,0.0164,0.0357,0.0013,0.477254589,0.166001596,0.139664805,0.130486832,0.086592179,0.6913,0.4129,0.3817,43000,36800,1
1672,University of New Orleans,LA,362,555,530,1072,7448,7042,6578,19068,1,6854,0.5626,0.1548,0.0988,0.0779,0.0045,0.0006,0.0274,0.0317,0.0417,0.541888026,0.167143441,0.124642419,0.097261953,0.06906416,0.6748,0.3476,0.3214,42100,38400,0.7303
1673,Nicholls State University,LA,1358,545,487,1030,5785,4893,6468,15959,1,5682,0.6765,0.2054,0.0301,0.0128,0.0176,0.0007,0.0266,0.0162,0.0141,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6812,0.4958,0.4126,40800,35000,1
1677,Northwestern State University of Louisiana,LA,1296,497,474,1007,5898,5198,6207,16327,1,7026,0.564,0.2919,0.0454,0.006,0.0115,0.0009,0.0312,0.0091,0.04,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7182,0.4878,0.3739,39200,35000,0.9873
1694,Southern University at New Orleans,LA,338,530,535,808,5830,8167,4911,4911,1,1782,0.0185,0.8328,0.0073,0.0056,0.0017,0,0,0,0.1341,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5233,0.6803,0.1119,30900,29000,0.7102
1698,Tulane University of Louisiana,LA,77,660,660,1341,10880,23061,46930,46930,2,8290,0.718,0.0901,0.0585,0.0364,0.0039,0.0008,0.0293,0.0303,0.0327,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9049,0.3702,0.7602,67300,52400,0.774
1699,Xavier University of Louisiana,LA,447,485,500,1048,8252,15391,20560,20560,2,2459,0.0399,0.7731,0.0228,0.1033,0.0028,0,0.0293,0.0207,0.0081,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7178,0.7093,0.4804,58900,46500,0.9011
1705,Bowdoin College,ME,30,715,720,1423,10803,30863,45446,45446,2,1789,0.6417,0.047,0.1247,0.0699,0.0011,0.0006,0.062,0.047,0.0061,0.244147157,0.150501672,0.173913044,0.150501672,0.280936455,0.9654,0.1963,0.9326,67100,54800,0.856
1708,Colby College,ME,73,680,665,1343,11329,30380,45760,45760,2,1820,0.5967,0.033,0.0626,0.0544,0.0005,0,0.0478,0.0841,0.1209,0.190635452,0.127090301,0.153846154,0.143812709,0.384615385,0.931,0.205,0.9251,64600,53000,0.8482
1710,Husson University,ME,1193,490,475,962,6539,14005,15130,15130,2,2290,0.8808,0.0362,0.0135,0.0052,0.007,0.0013,0.0135,0.0389,0.0035,0.371527778,0.140625,0.1796875,0.180555556,0.127604167,0.7158,0.5926,0.4654,41100,37100,0.3693
1715,University of Maine at Fort Kent,ME,678,455,450,908,6429,6008,7575,17535,1,913,0.793,0.023,0.0131,0.0044,0.012,0.0011,0.0164,0.0997,0.0372,0.423728814,0.173258004,0.225988701,0.13559322,0.041431262,0.5918,0.4269,0.4273,34800,31200,0.3793
1716,University of Maine at Machias,ME,1325,465,470,937,5819,4444,7490,19370,1,596,0.8121,0.0369,0.0369,0.0034,0.0218,0,0.0252,0.0117,0.052,0.545454546,0.155844156,0.14025974,0.083116883,0.075324675,0.6585,0.4357,0.3091,28800,27000,0.4156
1717,University of Maine,ME,1224,550,535,1085,8755,9599,10600,27970,1,8619,0.8119,0.0201,0.0222,0.0138,0.013,0.0002,0.0262,0.0253,0.0673,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8066,0.6405,0.5556,43800,38700,0.6372
1718,Maine Maritime Academy,ME,742,530,495,1026,3639,15845,11950,22770,1,994,0.9517,0.0091,0.007,0.008,0.002,0.001,0,0,0.0211,0.234309623,0.125523013,0.167364017,0.228033473,0.244769875,0.7537,0.7978,0.752,81300,74700,1
1720,University of New England,ME,1335,530,520,1057,7900,19167,33145,33145,2,2179,0.7031,0.0124,0.0014,0.0243,0.005,0.0018,0.0064,0.0064,0.2391,0.186311787,0.114068441,0.180988593,0.233460076,0.285171103,0.7422,0.6868,0.5966,49200,44800,0.5362
1727,Saint Joseph's College of Maine,ME,1141,485,475,960,5824,12041,30990,30990,2,1276,0.5933,0.0196,0.0204,0.0118,0.0055,0,0,0,0.3495,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.7175,0.5758,0.5543,42200,37900,1
1730,University of Southern Maine,ME,1265,500,500,1003,8522,9033,8920,21280,1,6079,0.8118,0.0306,0.0196,0.0225,0.0089,0.0008,0.0197,0.0092,0.0768,0.419516787,0.147787888,0.171634766,0.148415438,0.112645121,0.6695,0.5807,0.3356,40200,36500,0.4725
1731,Thomas College,ME,973,455,440,895,6177,10550,22770,22770,2,846,0.7459,0.0343,0.0272,0.0035,0.0059,0,0.0875,0.0319,0.0638,0.364140481,0.166358595,0.188539741,0.151571165,0.129390019,0.6543,0.5895,0.4298,39300,36600,0.4247
1742,University of Baltimore,MD,991,460,480,940,9786,10352,7838,16288,1,3479,0.3521,0.4622,0.0471,0.0443,0.0046,0.002,0.031,0.0216,0.0351,0.563679245,0.183962264,0.124410377,0.070754717,0.057193396,0.6744,0.5768,0.3759,61900,58000,0.4622
1743,Bowie State University,MD,394,435,450,886,7393,4608,6971,17538,1,4313,0.0227,0.8885,0.0276,0.0141,0.0009,0.0014,0.0276,0.0086,0.0086,0.449034576,0.160754378,0.150426583,0.111809609,0.127974854,0.7023,0.6808,0.3524,50900,47000,0.5182
1744,Capitol College,MD,576,550,510,1042,4275,17039,22296,22296,2,430,0.4326,0.314,0.0791,0.0465,0.0023,0.0023,0.0395,0.0442,0.0395,0.446327684,0.15819209,0.13559322,0.101694915,0.15819209,0.8154,0.5351,0.4286,61400,58900,0.1923
1749,Coppin State University,MD,151,435,445,880,6952,1347,6252,11186,1,2880,0.0139,0.8337,0.017,0.0035,0.0003,0.001,0.0205,0.0736,0.0365,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6118,0.6943,0.1387,39500,37600,0.4221
1753,Frostburg State University,MD,591,485,480,963,6570,4987,7728,18376,1,4575,0.609,0.2769,0.0457,0.0127,0.0011,0.0011,0.0367,0.0063,0.0105,0.338999514,0.132102963,0.175327829,0.160757649,0.192812045,0.7675,0.6128,0.4655,46100,43600,0.6569
1759,Hood College,MD,1223,520,515,1030,7078,14552,33280,33280,2,1347,0.66,0.1188,0.078,0.0319,0.0022,0,0.0453,0.023,0.0408,0.287781351,0.099678457,0.152733119,0.160771704,0.29903537,0.777,0.7329,0.6644,45300,43100,0.4024
1762,Johns Hopkins University,MD,42,720,695,1418,10922,22665,45470,45470,2,5932,0.4872,0.0556,0.1015,0.1861,0.0012,0.0007,0.0406,0.1043,0.0228,0.289812646,0.12587822,0.143442623,0.135245902,0.305620609,0.9704,0.3918,0.9254,84700,69200,0.8637
1765,Loyola University Maryland,MD,539,600,584,1194,8346,24840,43250,43250,2,3972,0.7941,0.0506,0.0921,0.0302,0.002,0.0005,0.0214,0.0038,0.0053,0.140428677,0.095343681,0.144863267,0.201034738,0.418329638,0.8731,0.5407,0.8437,71900,62100,0.6188
1769,University of Maryland-Baltimore County,MD,681,620,590,1209,8985,8524,10068,21642,1,11012,0.4521,0.1594,0.0568,0.1983,0.0015,0.0015,0.036,0.0423,0.0522,0.372207085,0.145504087,0.144141689,0.132152589,0.20599455,0.8733,0.4251,0.6458,57500,53500,0.6977
1770,University of Maryland-College Park,MD,301,675,635,1310,11628,11198,9162,28348,1,26045,0.5368,0.1249,0.0887,0.1557,0.0012,0.0008,0.0362,0.0304,0.0253,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.9468,0.3581,0.8406,66600,59100,0.7713
1771,Maryland Institute College of Art,MD,540,570,605,1175,8764,26289,40890,40890,2,1892,0.5423,0.0523,0.0592,0.1173,0.0032,0.0016,0.0502,0.0782,0.0957,0.253125,0.1171875,0.159375,0.140625,0.3296875,0.8257,0.6126,0.7273,36100,31400,0.3421
1772,University of Maryland Eastern Shore,MD,462,435,440,871,7299,4159,6998,15504,1,3421,0.1058,0.7357,0.0205,0.0105,0.0009,0.0006,0.0783,0.0348,0.0129,0.466338259,0.158730159,0.163108922,0.108374384,0.103448276,0.678,0.6948,0.3246,40600,37800,0.6021
1776,Morgan State University,MD,525,450,450,893,7430,5394,7218,16632,1,6197,0.0203,0.8451,0.0292,0.0139,0.0032,0.0011,0.0342,0.0424,0.0105,0.460722572,0.175008286,0.152800796,0.117666556,0.09380179,0.7207,0.8105,0.3375,42500,39700,0.8691
1777,Mount St Mary's University,MD,811,535,550,1060,7121,15815,34644,34644,2,1729,0.734,0.0954,0.0931,0.0191,0.0012,0.0023,0.0307,0.0104,0.0139,0.183175034,0.105834464,0.122116689,0.18724559,0.401628223,0.7785,0.6374,0.6563,56400,50300,1
1780,Notre Dame of Maryland University,MD,353,510,530,1036,7064,16526,32050,32050,2,1220,0.5738,0.2828,0.0557,0.0541,0.0098,0.0041,0,0.0123,0.0074,0.404255319,0.183752418,0.141199226,0.135396518,0.135396518,0.7188,0.5355,0.5283,50800,48800,0.3776
1785,Salisbury University,MD,459,580,575,1145,6688,5967,8128,16474,1,7767,0.7401,0.1125,0.0444,0.0246,0.0026,0.0008,0.0375,0.0108,0.0268,0.25025025,0.112779446,0.149816483,0.185185185,0.301968635,0.8049,0.5213,0.6681,49600,47300,0.6319
1786,St Mary's College of Maryland,MD,953,595,620,1221,6981,12390,14864,28664,1,1794,0.7453,0.0797,0.0647,0.0262,0.0017,0,0.0412,0.0145,0.0268,0.19544592,0.096774194,0.146110057,0.14800759,0.413662239,0.8998,0.4135,0.7931,53200,48200,0.7416
1790,Towson University,MD,613,545,535,1078,6670,6494,8342,20020,1,18534,0.6521,0.1526,0.0521,0.0478,0.0018,0.0009,0.0349,0.0203,0.0375,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8603,0.5047,0.655,52900,49500,0.53
1794,Stevenson University,MD,593,505,490,990,9724,13905,27082,27082,2,3923,0.5758,0.2766,0.041,0.0288,0.0018,0.0023,0.0237,0.0033,0.0466,0.302850995,0.13986014,0.164066703,0.152770307,0.240451856,0.7477,0.6099,0.5613,54100,51400,0.2977
